Código;Descrição;U.M;Valor custo R$;"Valor 
venda R$";Lucro R$;lucro %;Saldo estoque;"Custo estoque
Atual R$";Fornecedor;Cód Forn.
PRO0860;PORCA REBITE M6 SEXTAVADO ABA PLANA AÇO C. ZB;PÇ;1;0,58;-0,42;-42,00%;1.111,00;1111;;
PRO0861;"PORCA REBITE M4 SEXTAVADO ABA PLANA AÇO C. ZB		";PÇ;1;0,48;-0,52;-52,00%;111;111;;
PRO0862;"PORCA REBITE M8 SEXTAVADO ABA PLANA AÇO C. ZB		";PÇ;1;0,78;-0,22;-22,00%;111;111;;
PRO0863;"PORCA REBITE M6 CILINDRICO ABA CÔNICA AÇO C. BICRO.		";PÇ;1;0,58;-0,42;-42,00%;111;111;;
PRO0864;POR. TRAV. ALTA - M12-1.75MA ZB CL8;PÇ;1;1,23;0,23;23,00%;111;111;;
PRO0865;POR. TRAV. BAIXA M14-2.00MA FE. ZB;PÇ;1;1,57;0,57;57,00%;1.111,00;1111;;
PRO0866;POR. SEXT. M10-1.50 ACO CL 8 ZB;PÇ;1;0,57;-0,43;-43,00%;111;111;;
PRO0867;P. RM PAN. C/ PH. M2-0.40 X 12 ZINC. PRETO;PÇ;1;0,18;-0,82;-82,00%;1.111,00;1111;;
PRO0868;AR. PRESSAO ME M6 FE. ZB;PÇ;1;0,1;-0,9;-90,00%;111;111;;
PRO0869;P. RM CH C/ PH. M3-0.50 X 6MA ZP;PÇ;1;0,16;-0,84;-84,00%;111;111;;
PRO0870;P. SEXT. RI M6-1.00MA X 16 5.8 ZB;PÇ;1;0,27;-0,73;-73,00%;111;111;;
PRO0871;POR. TRAV. ALTA - 5/16-18UNC ZB GR2;PÇ;1;0,29;-0,71;-71,00%;1.000,00;1000;;
PRO0872;AR. LISA 5/16 FE. ZB;PÇ;1;0,17;-0,83;-83,00%;111;111;;
PRO0873;POR. SEXT. M16-2.00MA FE. ZB;PÇ;1;1,59;0,59;59,00%;1.111,00;1111;;
PRO0874;P. AA PN. C/ PH 2.9 X 6.5 ZB;PÇ;1;0,06;-0,94;-94,00%;111;111;;
PRO0875;P. SEXT. RI 5/16-18UNC X 1-1/2 G2 ZB;PÇ;1;0,87;-0,13;-13,00%;1.111,00;1111;;
PRO0876;P. AA SX. ARR. C/ FE. 6.3 X 16 ZB;PÇ;1;0,48;-0,52;-52,00%;111;111;;
PRO0877;PA AUTO BROC. RD. TX. 6.3 X 25 INOX A2;PÇ;1;4,97;3,97;397,00%;111;111;;
PRO0878;P. CAB. ABAULADA TORX C/ PINO M4-0.70 X 16 INOX A2;PÇ;1;2,04;1,04;104,00%;1.111,00;1111;;
PRO0879;P. CAB. CHATA TORX M5-0.80 X 16 INOX A2;PÇ;1;2,95;1,95;195,00%;500;500;;
PRO0880;P. CAB. CILINDRICA SX INT. M8-1.25 X 45 LG 12.9;PÇ;1;1,35;0,35;35,00%;190;190;;
PRO0881;P. RM CH C/ PH. M3-0.50 X 6MA INOX A2;PÇ;1;0,13;-0,87;-87,00%;1.111,00;1111;;
PRO0882;P. RM CH C/ PH. M3-0.50 X 6MA NYLON PA66 PRETO;PÇ;1;0,39;-0,61;-61,00%;1.111,00;1111;;
PRO0883;ESPAÇADOR SEM ROSCA M3X15X7 ABS BRANCO;PÇ;1;0,53;-0,47;-47,00%;1.111,00;1111;;
PRO0884;INSERTO METÁLICO M6x15x8;PÇ;1;1,93;0,93;93,00%;1.111,00;1111;;
PRO0885;P. CAB. ABAULADA TORX C/ PINO M6-1.00 X 30 INOX A2;PÇ;1;9,12;8,12;812,00%;0;0;;
PRO0886;"ESPAÇADOR FÊMEA/FÊMEA M3X25 NYLON PRETO		";PÇ;1;1,13;0,13;13,00%;1.000,00;1000;;
PRO0887;P. CAB. CHATA TORX M5-0.80 X 25 INOX A2;PÇ;1;3,37;2,37;237,00%;111;111;;
PRO0888;P. CAB. CHATA TORX M6-1.00 X 16 INOX A2;PÇ;1;3,18;2,18;218,00%;1.111,00;1111;;
PRO0889;P. CAB. CHATA TORX M6-1.00 X 25 INOX A2;PÇ;1;3,97;2,97;297,00%;111;111;;
PRO0890;P. CAB. CHATA TORX M6-1.00 X 20 INOX A2;PÇ;1;3,89;2,89;289,00%;1.111,00;1111;;
PRO0891;P. RM PAN. C/ TORX M6-1.00 X 16 INOX A2;PÇ;1;3,66;2,66;266,00%;111;111;;
PRO0892;P. RM PAN. C/ TORX M6-1.00 X 16 INOX A2;PÇ;1;2,64;1,64;164,00%;11;11;;
PRO0893;P. PAN. C/ TORX M6-1.00 X 10 INOX A2;PÇ;1;2,83;1,83;183,00%;111;111;;
PRO0894;"P. S/C SEXT INT. P. PL M2-0.40MA X 3 INOX A2	";PÇ;1;0,89;-0,11;-11,00%;1.111,00;1111;;
PRO0895;P. S/C SEXT INT. P. PL M2-0.40MA X 12 INOX A2;PÇ;1;0,97;-0,03;-3,00%;1.111,00;1111;;
PRO0896;P. S/C SEXT. INT P. CV M2-0.40 X 10 MA INOX A2;PÇ;1;1,1;0,1;10,00%;111.111,00;111111;;
PRO0897;P. S/C SEXT INT P. CN M8-1.25MA X 10 INOX A2;PÇ;1;1,2;0,2;20,00%;1.111,00;1111;;
PRO0898;POR. CALOTA M5-0.80MA INOX A2;PÇ;1;0,42;-0,58;-58,00%;1.111,00;1111;;
PRO0899;P. SEXT. RI M10-1.50MA X 50 NYLON PA66 BRANCO;PÇ;1;7,3;6,3;630,00%;1.061,00;1061;;
PRO0900;P. CAB. CHATA TORX M8-1.25 X 16 INOX A2;PÇ;1;5,83;4,83;483,00%;1.111,00;1111;;
PRO0901;P. CAB. CHATA TORX M8-1.25 X 20 INOX A2;PÇ;1;6,37;5,37;537,00%;111;111;;
PRO0902;P. CAB. CHATA TORX M8-1.25 X 30 INOX A2;PÇ;1;7,97;6,97;697,00%;111;111;;
PRO0903;P. CAB. CHATA TORX M8-1.25 X 12 INOX A2;PÇ;1;4,93;3,93;393,00%;111;111;;
PRO0904;INSERTO METÁLICO SERRILHADO M6X6X8 - LATÃO;PÇ;1;1,97;0,97;97,00%;1.111,00;1111;;
PRO0905;P. CAB. ABAULADA SX INT. M2-0.40 X 6 INOX A2;PÇ;1;0,87;-0,13;-13,00%;1.111,00;1111;;
PRO0906;ESPAÇADOR SEM ROSCA M5x7x9 ABS BRANCO;PÇ;1;0,35;-0,65;-65,00%;2.000,00;2000;;
PRO0907;BUCHA DE NYLON TW608 NYLON PA66 PRETO;PÇ;1;0,59;-0,41;-41,00%;1.000,00;1000;;
PRO0908;PARAFUSO DE TRAÇÃO REBITADEIRA DE ROSCA M3;PÇ;1;70;69;6900,00%;100;100;;
PRO0909;PARAFUSO DE TRAÇÃO REBITADEIRA DE ROSCA M4;PÇ;1;70;69;6900,00%;10;10;;
PRO0910;PARAFUSO DE TRAÇÃO REBITADEIRA DE ROSCA M5;PÇ;1;70;69;6900,00%;10;10;;
PRO0911;PARAFUSO DE TRAÇÃO REBITADEIRA DE ROSCA M6;PÇ;1;70;69;6900,00%;10;10;;
PRO0912;PARAFUSO DE TRAÇÃO REBITADEIRA DE ROSCA M8;PÇ;1;70;69;6900,00%;10;10;;
PRO0913;PARAFUSO DE TRAÇÃO REBITADEIRA DE ROSCA M10;PÇ;1;70;69;6900,00%;10;10;;
PRO0914;MACHO DE ROSCA M1.8x0.35mm UNITARIO MANUAL HSS;PÇ;1;33,8;32,8;3280,00%;1.111,00;1111;;
PRO0915;P. CAB. ABAULADA TORX C/ PINO M6-1.00 X 40 INOX A2;PÇ;1;10,93;9,93;993,00%;1.111,00;1111;;
PRO0916;ESPAÇADOR MACHO/FÊMEA M3x14x6 NYLON PRETO;PÇ;1;0,68;-0,32;-32,00%;111;111;;
PRO0917;PINO GUIA DIN7 3X10 AÇO CARBORNO ;PÇ;1;1;0;0,00%;1.111,00;1111;;
PRO0918;PINO GUIA DIN7 3X14 AÇO CARBORNO ;PÇ;1;1,1;0,1;10,00%;111;111;;
PRO0919;PINO GUIA DIN7 3X16 AÇO CARBORNO ;PÇ;1;1,19;0,19;19,00%;111;111;;
PRO0920;REB. REPUXO PRETO 4.0 X 19 ACO / ALUMINIO;PÇ;1;0,23;-0,77;-77,00%;111;111;;
PRO0921;P. AA PN. C/ PH 2.2 X 6.5 ZB;PÇ;1;0,09;-0,91;-91,00%;11.111,00;11111;;
PRO0922;P. AA CH. C/ PH 2.2 X 9.5 ZB;PÇ;1;0,11;-0,89;-89,00%;11.111,00;11111;;
PRO0923;P. CAB. CHATA SX INT. M2.5-0.45 X 8MA ZB;PÇ;1;0,25;-0,75;-75,00%;111;111;;
PRO0924;P. CAB. CHATA SX INT. M3-0.50 X 10MA ZB;PÇ;1;0,59;-0,41;-41,00%;111;111;;
PRO0925;P. CAB. CHATA SX INT. M3-0.50 X 12MA ZB;PÇ;1;0,67;-0,33;-33,00%;1.111,00;1111;;
PRO0926;P. CAB. CHATA SX INT. M3-0.50 X 5MA ZB;PÇ;1;0,63;-0,37;-37,00%;111;111;;
PRO0927;P. CAB. CHATA SX INT. M3-0.50 X 8MA ZB;PÇ;1;0,67;-0,33;-33,00%;1.111,00;1111;;
PRO0928;P. CAB. CHATA SX INT. M4-0.70 X 12MA ZB;PÇ;1;0,38;-0,62;-62,00%;1.111,00;1111;;
PRO0929;P. CAB. CHATA SX INT. M4-0.70 X 20MA ZB;PÇ;1;0,55;-0,45;-45,00%;111;111;;
PRO0930;P. CAB. CILINDRICA SX INT. M3-0.50 X 12MA ZB;PÇ;1;0,38;-0,62;-62,00%;111;111;;
PRO0931;P. CAB. CILINDRICA SX INT. M3-0.50MA X 15 INOX A2;PÇ;1;0,65;-0,35;-35,00%;1.111,00;1111;;
PRO0932;P. CAB. ABAULADA SX INT. M2-0.40 X 8 ZB;PÇ;1;0,39;-0,61;-61,00%;111;111;;
PRO0933;P. CAB. ABAULADA SX INT. M3-0.50 X 12 ZB;PÇ;1;0,68;-0,32;-32,00%;1.111,00;1111;;
PRO0934;P. CAB. ABAULADA SX INT. M3-0.50 X 8 ZB;PÇ;1;0,65;-0,35;-35,00%;111;111;;
PRO0935;P. CAB. ABAULADA SX INT. M4-0.70 X 10 ZB;PÇ;1;0,78;-0,22;-22,00%;1.111,00;1111;;
PRO0936;P. CAB. ABAULADA SX INT. M4-0.70 X 6 ZB;PÇ;1;0,65;-0,35;-35,00%;111;111;;
PRO0937;P. AA CH. C/ PH 2.2 X 6.5 ZB;PÇ;1;0,09;-0,91;-91,00%;111;111;;
PRO0938;P. CAB. CHATA SX INT. M3-0.50 X 6 INOX A2;PÇ;1;0,78;-0,22;-22,00%;111;111;;
PRO0939;P. RM CL. C/ FE M3-0.50 X 10 INOX A2;PÇ;1;0,22;-0,78;-78,00%;111;111;;
PRO0940;P. CAB. CILINDRICA SX INT. M8-1.25MA X 20 INOX A2;PÇ;1;1,89;0,89;89,00%;111;111;;
PRO0941;P. CAB. ABAULADA TORX C/ PINO M5-0.80 X 16 INOX A2;PÇ;1;4,32;3,32;332,00%;111;111;;
PRO0942;P. RM PAN. C/ TORX M6-1.00 X 50 INOX A2;PÇ;1;11,93;10,93;1093,00%;1.111,00;1111;;
PRO0943;P. CAB. ABAULADA TORX M4-0.70 X 16 INOX A2;PÇ;1;1,97;0,97;97,00%;1.111,00;1111;;
PRO0944;INSERTO METÁLICO SERRILHADO M5X6X7 - LATÃO;PÇ;1;1,17;0,17;17,00%;10.111,00;10111;;
PRO0945;P. CAB. CILINDRICA SX INT. M1.6-0.35MA X 10 INOX A2;PÇ;1;1,28;0,28;28,00%;1.111,00;1111;;
PRO0946;INSERTO METÁLICO SERRILHADO M3X4X5 - LATÃO;PÇ;1;0,83;-0,17;-17,00%;110.111,00;110111;;
PRO0947;INSERTO METÁLICO SERRILHADO M4X6X5 - LATÃO;PÇ;1;0,85;-0,15;-15,00%;111;111;;
PRO0948;PORCA REBITE M4 CILINDRICO ABA PLANA AÇO C. ZB;PÇ;1;0,43;-0,57;-57,00%;111;111;;
PRO0949;PORCA REBITE M5 CILINDRICO ABA PLANA AÇO C. ZB;PÇ;1;0,49;-0,51;-51,00%;1.111,00;1111;;
PRO0950;P. CAB. CILINDRICA SX INT. M2-0.40MA X 20 INOX A2 - ZINCO PRETO;PÇ;1;1,17;0,17;17,00%;1.000,00;1000;;
PRO0951;PARAFUSO DE TRAÇÃO REBITADOR MANUAL M3 (SÓ PARAFUSO);PÇ;1;33,4;32,4;3240,00%;111;111;;
PRO0952;PARAFUSO DE TRAÇÃO REBITADOR MANUAL M4  (SÓ PARAFUSO);PÇ;1;33,4;32,4;3240,00%;1.111,00;1111;;
PRO0953;PARAFUSO DE TRAÇÃO REBITADOR MANUAL M5  (SÓ PARAFUSO);PÇ;1;33,4;32,4;3240,00%;111;111;;
PRO0954;PARAFUSO DE TRAÇÃO REBITADOR MANUAL M6 (SÓ PARAFUSO);PÇ;1;33,4;32,4;3240,00%;1.111,00;1111;;
PRO0955;PARAFUSO DE TRAÇÃO REBITADOR MANUAL M8  (SÓ PARAFUSO);PÇ;1;33,4;32,4;3240,00%;111;111;;
PRO0956;PARAFUSO DE TRAÇÃO REBITADOR MANUAL M10 (SÓ PARAFUSO);PÇ;1;33,4;32,4;3240,00%;11;11;;
PRO0957;ESPAÇADOR FÊMEA/FÊMEA M3X9 NYLON PRETO;PÇ;1;0,57;-0,43;-43,00%;1.111,00;1111;;
PRO0958;PARAFUSO M3X8 C. PANELA PHILLIPS NYLON PA66 PRETO;PÇ;1;0,31;-0,69;-69,00%;1.111,00;1111;;
PRO0959;ESPAÇADOR FÊMEA/FÊMEA M3X20 NYLON PRETO;PÇ;1;0,62;-0,38;-38,00%;100;100;;
PRO0960;P. CAB. ABAULADA TORX C/ PINO M5-0.80 X 20 INOX A2;PÇ;1;5,37;4,37;437,00%;1.111,00;1111;;
PRO0961;P. CAB. ABAULADA TORX C/ PINO M6-1.00 X 10 INOX A2;PÇ;1;4,6;3,6;360,00%;111;111;;
PRO0962;P. CAB. ABAULADA TORX C/ PINO M6-1.00 X 16 INOX A2;PÇ;1;5,8;4,8;480,00%;111;111;;
PRO0963;P. CAB. ABAULADA TORX C/ PINO M6-1.00 X 25 INOX A2;PÇ;1;8,38;7,38;738,00%;111;111;;
PRO0964;P. CAB. ABAULADA TORX C/ PINO M6-1.00 X 50 INOX A2;PÇ;1;14,17;13,17;1317,00%;111;111;;
PRO0965;P. CAB. ABAULADA TORX C/ PINO M8-1.25 X 50 INOX A2;PÇ;1;23,8;22,8;2280,00%;61;61;;
PRO0966;P. CAB. ABAULADA TORX C/ PINO M10-1.50 X 30 INOX A2;PÇ;1;20,83;19,83;1983,00%;111;111;;
PRO0967;P. S/C SEXT. INT P. MOLA ESFERA M3-0.50 X 6MA INOX A2;PÇ;1;2,37;1,37;137,00%;111;111;;
PRO0968;FRETE AZUL EXPRESS 3 A 4 DIAS ÚTEIS;PÇ;1;28,9;27,9;2790,00%;111;111;;
PRO0969;ESPAÇADOR FÊMEA/FÊMEA M2.5X5 NYLON PRETO;PÇ;1;0,47;-0,53;-53,00%;1.111,00;1111;;
PRO0970;Macho Máquina M4x0,7 Hss-e1616 Tin - Yamawa Japan;PÇ;1;40;39;3900,00%;4;4;;
PRO0971;P. CAB. ABAULADA SX INT. M5-0.80 X 10 INOX A2;PÇ;1;0,37;-0,63;-63,00%;611;611;;
PRO0972;POR. TRAV. ALTA - M8-1.25MA ZB CL8;PÇ;1;0,52;-0,48;-48,00%;111;111;;
PRO0973;P. AA PN. C/ PH 2.9 X 19 INOX A2;PÇ;1;0,2;-0,8;-80,00%;111;111;;
PRO0974;P. SEXT. RI M8-1.25MA X 60 INOX A2;PÇ;1;3;2;200,00%;1.111,00;1111;;
PRO0975;P. SEXT. RI M8-1.25MA X 60 8.8 ZB;PÇ;1;1,98;0,98;98,00%;111;111;;
PRO0976;P. SEXT. RI M8-1.25MA X 40 8.8 ZB;PÇ;1;1,57;0,57;57,00%;111;111;;
PRO0977;POR. TRAV. ALTA - M16-2.00MA ZB CL8;PÇ;1;2,92;1,92;192,00%;111;111;;
PRO0978;AR. LISA M16 FE. PL;PÇ;1;1,72;0,72;72,00%;1.111,00;1111;;
PRO0979;P. CAB. CILINDRICA SX INT. M6-1.00MA X 8 INOX A2;PÇ;1;1,72;0,72;72,00%;111;111;;
PRO0980;P. CAB. ABAULADA SX INT. M5-0.80 X 8 INOX A2;PÇ;1;0,38;-0,62;-62,00%;111;111;;
PRO0981;P. CAB. CILINDRICA SX INT. M2.5-0.45MA X 25 INOX A2;PÇ;1;2,97;1,97;197,00%;61;61;;
PRO0982;P. AA PN. C/ PH 2.9 X 9.5 ZP;PÇ;1;0,16;-0,84;-84,00%;1.111,00;1111;;
PRO0983;P. PLAST PN. C/ PH 2.5 X 8 ZP;PÇ;1;0,08;-0,92;-92,00%;1.111,00;1111;;
PRO0984;Vira Macho N°0 - M1 A M3  - Caneta;PÇ;1;40;39;3900,00%;1;1;;
PRO0985;P. RM PAN. C/ PH. M3-0.50 X 10 INOX A2;PÇ;1;0,17;-0,83;-83,00%;1.111,00;1111;;
PRO0986;INSERTO METÁLICO SERRILHADO M3X6X5 - LATÃO;PÇ;1;0,83;-0,17;-17,00%;1.111,00;1111;;
PRO0987;POR. SEXT. M3-0.50MA FE. BC;PÇ;1;0,06;-0,94;-94,00%;1.111,00;1111;;
PRO0988;P. CAB. CHATA SX INT. M2-0.40 X 3 INOX A2;PÇ;1;0,78;-0,22;-22,00%;1;1;;
PRO0989;P. SEXT. RI 5/16-18UNC X 1-1/4 INOX 304;PÇ;1;1,96;0,96;96,00%;111;111;;
PRO0990;PORCA SEXTAVADA - 5/16-18UNC INOX 304;PÇ;1;0,69;-0,31;-31,00%;1.111,00;1111;;
PRO0991;P. SEXT. RI M10-1.50MA X 20 INOX A2;PÇ;1;2,2;1,2;120,00%;111;111;;
PRO0992;Frete Sedex ;PÇ;1;34,3;33,3;3330,00%;111;111;;
PRO0993;P. CAB. ABAULADA TORX C/ PINO M5-0.80 X 25 INOX A2;PÇ;1;6,21;5,21;521,00%;200;200;;
PRO0994;"Macho de Rosca Esquerda M18x2 HSS (UNITÁRIO)		";PÇ;1;165;164;16400,00%;11;11;;
PRO0995;PA RM PAN. C/ PH. M5-0.80 X 25 NYLON PA66- Branco;PÇ;1;3,76;2,76;276,00%;111;111;;
PRO0996;ARRUELA DE NYLON M5 PA66 BRANCO;PÇ;1;0,42;-0,58;-58,00%;1.111,00;1111;;
PRO0997;POR. SEXT. M6-1.00MA NYLON PA66 BRANCO;PÇ;1;1,18;0,18;18,00%;111;111;;
PRO0998;P. S/C SEXT. INT P. MOLA ESFERA M4-0.70 X 6MA INOX A2;PÇ;1;2,63;1,63;163,00%;111;111;;
PRO0999;P. S/C SEXT. INT P. MOLA ESFERA M4-0.70 X 6MA A. LIGA;PÇ;1;2,03;1,03;103,00%;111;111;;
PRO1000;P. CAB. CILINDRICA SX INT. M1.6-0.35MA X 10 LG 12.9;PÇ;1;0,93;-0,07;-7,00%;400;400;;
PRO1001;Abraçadeira Tipo Mola Mangueira Varias Medidas (75pçs);PÇ;1;78;77;7700,00%;10;10;;
PRO1002;P. RM CH C/ PH. M2-0.40 X 5MA INOX A2;PÇ;1;0,37;-0,63;-63,00%;1.111,00;1111;;
PRO1003;P. RM PAN. C/ PH. M2-0.40 X 3 INOX A2;PÇ;1;0,39;-0,61;-61,00%;1.111,00;1111;;
PRO1004;P. S/C SEXT INT P. CN M3-0.50MA X 10  INOX A2;PÇ;1;2,98;1,98;198,00%;1.111,00;1111;;
PRO1005;P. RM CH C/ PH. M3-0.50 X 6MA ZINCO PRETO;PÇ;1;0,27;-0,73;-73,00%;111;111;;
PRO1006;P. RM CH C/ PH. M3-0.50 X 8MA ZINCO PRETO;PÇ;1;0,27;-0,73;-73,00%;111;111;;
PRO1007;P. RM CH C/ PH. M3-0.50 X 10MA ZINCO PRETO;PÇ;1;0,3;-0,7;-70,00%;1.111,00;1111;;
PRO1008;P. RM CH C/ PH. M3-0.50 X 12MA ZINCO PRETO;PÇ;1;0,3;-0,7;-70,00%;111;111;;
PRO1009;P. RM CH C/ PH. M3-0.50 X 16MA ZINCO PRETO;PÇ;1;0,34;-0,66;-66,00%;111;111;;
PRO1010;P. PLAST PN. C/ PH 3 X 6 INOX A4;PÇ;1;0,43;-0,57;-57,00%;111;111;;
PRO1011;P. PLAST PN. C/ PH 3 X 8 INOX A4;PÇ;1;0,47;-0,53;-53,00%;111;111;;
PRO1012;P. AA PN. C/ PH 2.2 X 5 INOX A2;PÇ;1;0,28;-0,72;-72,00%;1.111,00;1111;;
PRO1013;INSERTO METÁLICO SERRILHADO M3X8X5 - LATÃO;PÇ;1;0,87;-0,13;-13,00%;111;111;;
PRO1014;"P. SEXT. RI M5-0.80MA X 20 NYLON P66-BRANCO		";PÇ;1;3,4;2,4;240,00%;1.111,00;1111;;
PRO1015;"""Macho de Rosca Esquerda 1/2-13 HSS (UNITÁRIO)		""		";PÇ;1;130;129;12900,00%;20;20;;
PRO1016;Macho de Rosca Esquerda 1/2-13 HSS (UNITÁRIO) ;PÇ;1;130;129;12900,00%;20;20;;
PRO1017;PARAFUSO M3X15 C. PANELA PHILLIPS NYLON PA66 PRETO;PÇ;1;0,43;-0,57;-57,00%;111;111;;
PRO1018;PARAFUSO M3X25 C. PANELA PHILLIPS NYLON PA66 PRETO;PÇ;1;0,5;-0,5;-50,00%;1.111,00;1111;;
PRO1019;PARAFUSO M3X30 C. PANELA PHILLIPS NYLON PA66 PRETO;PÇ;1;0,69;-0,31;-31,00%;111;111;;
PRO1020;PARAFUSO M3X25 C. PANELA PHILLIPS NYLON PA66 BRANCO;PÇ;1;0,57;-0,43;-43,00%;1111;1111;;
PRO1021;P. CAB. CHATA TORX M6-1.00 X 30 INOX A2;PÇ;1;4,23;3,23;323,00%;111;111;;
PRO1022;P. CAB. CHATA TORX M6-1.00 X 40 INOX A2;PÇ;1;4,8;3,8;380,00%;111;111;;
PRO1023;P. PAN. C/ TORX M8-1.25 X 50 INOX A2;PÇ;1;20,8;19,8;1980,00%;111;111;;
PRO1027;P. AA PN. C/ TORX 4.8 X 20 INOX A2;M;1;670;669;66900,00%;11111;11111;;
PRO1028;P. AA CH. C/ TORX 4.8 X 38 A2;M;1;730;729;72900,00%;11111;11111;;
PRO1029;P. AA CH. C/ TORX 4.8 X 45 A2;M;1;940;939;93900,00%;1111;1111;;
PRO1030;P. AA PN. C/ PH 2.2 X 4 INOX A2;PÇ;1;0,25;-0,75;-75,00%;111;111;;
PRO1031;P. AA PN. C/ TORX 4.8 X 25 INOX A2;M;1;670;669;66900,00%;11111;11111;;
PRO1032;P. RM PAN. C/ PH. M3-0.50 X 25 INOX A2;PÇ;1;0,71;-0,29;-29,00%;111;111;;
PRO1033;P. RM PAN. C/ PH. M3-0.50 X 30 INOX A2;PÇ;1;0,79;-0,21;-21,00%;111;111;;
PRO1034;P. S/C SEXT. INT P. CV M3-0.50 X 10MA INOX A2;PÇ;1;0,59;-0,41;-41,00%;111;111;;
PRO1035;P. S/C SEXT. INT P. CV M3-0.50 X 12MA INOX A2;PÇ;1;0,67;-0,33;-33,00%;111;111;;
PRO1036;P. AA PN. C/ PH 3.5 X 25 INOX A2;PÇ;1;0,27;-0,73;-73,00%;111;111;;
PRO1037;P. AA PN. C/ PH 3.5 X 19 INOX A2;PÇ;1;0,24;-0,76;-76,00%;111;111;;
PRO1038;P. AA PN. C/ PH 2.9 X 22 INOX A2;PÇ;1;0,27;-0,73;-73,00%;111;111;;
PRO1039;P. AA PN. C/ PH 2.9 X 13 INOX A2;PÇ;1;0,16;-0,84;-84,00%;111;111;;
PRO1040;P. AA PN. C/ PH 2.6 X 18 INOX A2;PÇ;1;0,45;-0,55;-55,00%;111;111;;
PRO1041;P. AA PN.  TORX C/ PINO M6 X 16 INOX A2;PÇ;1;2,87;1,87;187,00%;1111;1111;;
PRO1042;INSERTO METÁLICO SERRILHADO M4X4X5 - LATÃO;PÇ;1;0,85;-0,15;-15,00%;1111;1111;;
PRO1043;INSERTO METÁLICO SERRILHADO M6X8X8 - LATÃO;PÇ;1;2,13;1,13;113,00%;1111;1111;;
PRO1044;P. CAB. CILINDRICA SX INT. M8-1.25MA X 45 INOX A2;PÇ;1;1,82;0,82;82,00%;1111111;1111111;;
PRO1045;INSERTO METÁLICO M4x10x6.3;PÇ;1;1,07;0,07;7,00%;20000;20000;;
PRO1046;P. RM PAN. C/ PH. M1.6-0.35 X 8 INOX A2;PÇ;1;1,19;0,19;19,00%;111;111;;
PRO1047;* P. CAB. ABAULADA TORX M8-1.25 X 50 INOX A2;M;1;820;819;81900,00%;111;111;;
PRO1048;* BARRA ROSC. 1M. M10-1.50MA INOX A2;M;1;30190;30189;3018900,00%;1111;1111;;
PRO1049;* AR. LISA M10 INOX A2;M;1;270;269;26900,00%;1;1;;
PRO1050;* AR. PRESSAO M10 INOX A2;M;1;180;179;17900,00%;1;1;;
PRO1051;* POR. SEXT. M10-1.50MA INOX A2;M;1;820;819;81900,00%;1111;1111;;
PRO1052;* PO SEXT. FLANG. SE. M8-1.25MA INOX A2;M;1;720;719;71900,00%;11111;11111;;
PRO1053;* P. CAB. ABAULADA TORX M8-1.25 X 14 INOX A2;M;1;3600;3599;359900,00%;11111;11111;;
PRO1054;* P S/C SEXT INT P. PL M12-1.75 X 16MA INOX A2;M;1;4320;4319;431900,00%;11111;11111;;
PRO1055;* P. CAB. ABAULADA TORX M6-1.00 X 10 INOX A2;M;1;1570;1569;156900,00%;11111;11111;;
PRO1056;"* PO SEXT. FLANG. SE. M6-1.00MA INOX A2	";M;1;360;359;35900,00%;1111;1111;;
PRO1057;* P. CAB. ABAULADA TORX M8-1.25 X 16 INOX A2;M;1;3840;3839;383900,00%;11111;11111;;
PRO1058;* P. CAB. ABAULADA TORX M8-1.25 X 20 INOX A2;M;1;4320;4319;431900,00%;11111;11111;;
PRO1059;* P. CAB. ABAULADA TORX M8-1.25 X 30 INOX A2;M;1;5760;5759;575900,00%;11111;11111;;
PRO1060;* P. CAB. CHATA TORX M8-1.25 X 50 INOX A2;M;1;7200;7199;719900,00%;11111;11111;;
PRO1061;P. CAB. CHATA TORX M3-0.50MA X 16 INOX A2;PÇ;1;0,83;-0,17;-17,00%;1111;1111;;
PRO1062;P. RM PAN. C/ TORX M4-0.70 X 12 INOX A2;PÇ;1;1,13;0,13;13,00%;111;111;;
PRO1063;P. CAB. CHATA TORX M4-0.70MA X 10 INOX A2;PÇ;1;0,92;-0,08;-8,00%;111;111;;
PRO1064;P. CAB. CHATA TORX M4-0.70MA X 20 INOX A2;PÇ;1;1,32;0,32;32,00%;111;111;;
PRO1065;P. CAB. ABAULADA SX INT. M4-0.70 X 12 INOX A2;PÇ;1;0,23;-0,77;-77,00%;111;111;;
PRO1066;INSERTO METÁLICO SERRILHADO M2X3X3 - LATÃO;PÇ;1;0,75;-0,25;-25,00%;111;111;;
PRO1067;INSERTO METÁLICO SERRILHADO M2X3X5 - LATÃO;PÇ;1;0,78;-0,22;-22,00%;1;1;;
PRO1068;P. CAB. ABAULADA SX INT. M5-0.80 X 20 LG 12.9;PÇ;1;0,39;-0,61;-61,00%;111;111;;
PRO1069;P S/C SEXT INT P. CV #5-40 X 3/16UNC A. LIGA (1/8x3/16);PÇ;1;0,69;-0,31;-31,00%;111;111;;
PRO1070;P. RM PAN. C/ PH. M3-0.50 X 4 INOX A2;PÇ;1;0,27;-0,73;-73,00%;111;111;;
PRO1071;P. CAB. CILINDRICA SX INT. M3-0.50 X 50MA LG 12.9;PÇ;1;2,09;1,09;109,00%;11111;11111;;
